Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language (Tweets) ,Country,Location (Tweets) ,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/pRkVOCHt9X",2019/12/15 16:32,342,2141,2483,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1206114676532117507/pu/img/WuTLZqey1v_nP7fo.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
名作SF「赤ちゃんよ永遠に(ZERO POPULATION GROWTH)」のDVDが出ていたので購入。 https://t.co/ZwYVjJiJPk,2019/12/15 18:05,35,382,417,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EL0QQhTUwAEBbRd.jpg,http://pbs.twimg.com/media/EL0QQhRVAAAHQ9S.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
機内で読んだ「アリバイ崩し承ります」が超面白かったので、空港からの帰路に同じ作家の過去作「赤い博物館」を購入。同じような構成での連作本格推理。昨晩に最初の話だけを読んだものの、ピンと来なかったのだが、さっき２つ目の話を読み始めてから辞められなくなり、一気読み！大山誠一郎さん最高！ https://t.co/bUHy4tc4mG,2019/12/15 21:51,101,809,910,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EL1EHsyVAAAcR5n.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/FGEjYnk5wK,2019/12/16 7:29,427,4008,4435,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,http://pbs.twimg.com/media/EL3IYYXUcAAXz0G.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
4年前の2015/12/16、コジプロを立ち上げた。当時あったのは、このロゴと仮事務所の一室だけ。事務所もスタッフも機材もエンジンも何もなかった。でも“ルーデンス”となって、新しい世界に遊びを届けに行くというビジョン、最初の“訪問先の計画”だけは既に頭にあった。応援してくれた皆様、ありがとう。 https://t.co/oOgDNPHpZu,2019/12/16 8:42,2772,10702,13474,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EL3Y9p6UYAAMacA.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/h5Bnlsges6",2019/12/16 10:06,207,1447,1654,4,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EL3sJf8UUAAC46E.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
日本版「CONTROL」が届いたので、スタンバイ? https://t.co/oPNzhvdHkr,2019/12/16 10:41,408,4407,4815,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EL30KfiU8AA2Yk-.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
LAUREN TSAIさんからスタチューいただきました。ありがとうございます。 https://t.co/r1XQAFDGuQ,2019/12/16 11:08,284,2530,2814,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EL36VgaUUAAzmOW.jpg,http://pbs.twimg.com/media/EL36VgaUwAAXlRp.jpg,http://pbs.twimg.com/media/EL36VgeUEAAFGfh.jpg,http://pbs.twimg.com/media/EL36VgdU4AABaIU.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
竹書房さんからカーク船長の「自叙伝」が届きました。ありがとうございます。 https://t.co/qsxuN0ib5g,2019/12/16 11:12,40,345,385,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EL37PmIVAAAx3bG.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
浜辺美波＆橋本環奈、大好きな親友役で思春期の葛藤描く　星野源「未来」がCM楽曲に　ドコモ新CM「カンナとミナミ」篇＆メイキング＆インタビュー https://t.co/sUSoqrNeNu @YouTubeより,2019/12/16 11:12,38,288,326,0,1,1,0,Kojima_Hideo,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,YouTube,https://youtu.be/uQNNHKG6P30,,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
バリー・ランセット著「ジャパンタウン」。絶対、面白そうなので、即購入。翻訳が白石朗氏、帯では池上冬樹氏が絶賛！さらに原書ではT・ジェファーソン・パーカーやマーク・グリーニーが絶賛していたらしい！これは間違いない。書店で解説を読むと、既にJJがTVシリーズ化を検討しているとか。楽しみ！ https://t.co/Ojge6ki1Ek,2019/12/16 13:05,38,316,354,0,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EL4VITBUEAAMSfI.jpg,http://pbs.twimg.com/media/EL4VITBU4AA7Myb.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/ATZ083w4Z4",2019/12/16 14:05,422,2913,3335,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1206440024654245888/pu/img/tAaWsXVbOSkHMhHq.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/dzs22xUryn",2019/12/16 18:48,444,2328,2772,4,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EL5joK4UUAEVg42.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
https://t.co/ANRORDO61g,2019/12/16 19:08,257,2166,2423,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,,,,"http://pbs.twimg.com/media/EL5oY0GUYAAxlFN.jpg,http://pbs.twimg.com/media/EL5oY0IUEAA2MaL.jpg,http://pbs.twimg.com/media/EL5oY0EUcAIcDz-.jpg,http://pbs.twimg.com/media/EL5oY0RUYAAnlXz.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/bow1lxZ2Ce",2019/12/16 22:10,145,1505,1650,4,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EL6SEPnUcAAYYOS.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/6gLw6iVv69",2019/12/16 22:14,59,685,744,4,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EL6S70mUEAEH0E0.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
本日はコジプロ設立4周年。最初のタイトルであるDEATH STRANDING を発売する事が出来、なんとか最初の第一歩を遺す事が出来ました。ありがとうございます。 https://t.co/R0Jvuwar2s,2019/12/16 22:24,2398,10544,12942,0,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/ext_tw_video_thumb/1206565747847155712/pu/img/ibe-3dFllwyKWuY7.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"コジプロ4周年記念 DEATH STRANDING 完成記念パーティーにお越しいただいた皆様、ありがとうございました。最高の4周年になりました。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/dJQPYFH6AA",2019/12/16 22:50,302,1878,2180,4,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EL6bJ7pUYAEBMW1.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"おはようございます。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/d3YjN6vAcT",2019/12/17 8:38,290,2452,2742,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1206720269483556864/pu/img/n02KRuhq2jmpofp6.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/l2wK66EO26",2019/12/17 8:48,186,962,1148,4,0,0,1,Kojima_Hideo,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1206722673180413952/pu/img/WxLAT8QKryyeuJd0.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
SILENT POETSの下田さんから、差し入れいただきました。ありがとうございます。 https://t.co/ISxIDLUGbD,2019/12/17 14:02,61,765,826,0,0,0,3,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EL9r5sVUcAAcC8U.jpg,http://pbs.twimg.com/media/EL9r5sVU8AA-l1K.jpg,http://pbs.twimg.com/media/EL9r5sbUwAA8vh8.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
JJから恒例のホリディ・ギフトをいただきました。組み立てます。ありがとうございます。 https://t.co/o4FHx17oFU,2019/12/17 15:56,170,1179,1349,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EL-F3_dVUAADj0p.jpg,http://pbs.twimg.com/media/EL-F3_lU4AIPOtv.jpg,http://pbs.twimg.com/media/EL-F3_dVAAEeGnK.jpg,http://pbs.twimg.com/media/EL-F3_eU4AAqihJ.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"PRIME1に行ってきた。

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/RsN97fZWmQ",2019/12/17 17:26,356,2031,2387,4,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EL-agr7UcAExTwY.jpg,http://pbs.twimg.com/media/EL-agr9UcAAKOrG.jpg,http://pbs.twimg.com/media/EL-agr8UEAEMgVl.jpg,http://pbs.twimg.com/media/EL-agsHUwAAuqoO.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/Vifypye9mL",2019/12/17 17:32,91,808,899,4,0,0,2,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,"http://pbs.twimg.com/media/EL-b3ltUUAAgONa.jpg,http://pbs.twimg.com/media/EL-b3l4UcAAsswZ.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
コジプロ・ファン・イベント、ありがとうございました。楽しんでいただけましたか？ https://t.co/ST3NTo4Cp7,2019/12/17 22:33,657,3257,3914,0,0,0,4,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EL_g1g1UcAA_D1S.jpg,http://pbs.twimg.com/media/EL_g1gmUYAE7hel.jpg,http://pbs.twimg.com/media/EL_g1gqUUAI9CG0.jpg,http://pbs.twimg.com/media/EL_g1guVUAE05yB.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
"#デスストでつながれ
#デススト
#DeathStranding????
#TomorrowIsInYourHands https://t.co/BCRXIwmokX",2019/12/17 22:38,441,2808,3249,4,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Undetermined,,,,,"デスストでつながれ,デススト,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EL_h2RYUYAALdq1.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
「カプリコン・1」のBDが出たので購入。 https://t.co/VzgRnSu8ps,2019/12/18 7:50,34,343,377,0,0,0,1,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,http://pbs.twimg.com/media/EMBgNH9UEAYnIzV.jpg,小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
ベーやんも出てるし、原作も面白かったので、なんとかスケジュールの合間を縫って「屍人荘の殺人」を観に行った。 https://t.co/wRZI7QMeCx,2019/12/18 8:49,241,2199,2440,0,0,0,3,Kojima_Hideo,,Original Tweet,Photo,いいえ,いいえ,Japanese,,,,,,,,"http://pbs.twimg.com/media/EMBtzrIUwAAlwfJ.jpg,http://pbs.twimg.com/media/EMBtzrGUwAE12ko.jpg,http://pbs.twimg.com/media/EMBtzrGUYAAyjuy.jpg",小島秀夫,Kojima_Hideo,2010/2/24 10:57,Undetermined,91402,852604,938,1527,10065,故郷は地球,いいえ,はい,https://t.co/mjgi1YZTui,ゲームデザイナー：僕の体の70%は映画でできている,http://pbs.twimg.com/profile_images/914359829912629248/q823E-P8_normal.jpg,3604,25.3613
